Time,sensor_m_flow.m_flow,sensor_m_flow6.m_flow,sensor_m_flow3.m_flow,sensor_m_flow4.m_flow
2880,0.44498029351234436,0.44498029351234436,0,-1.9026946744203404e-19
2890,0.44876402616500854,0.44876402616500854,0,-7.5415550541440957e-19
2900,0.45254778861999512,0.45254778861999512,0,-1.242797614727873e-18
2910,0.45633155107498169,0.45633155107498169,0,-1.5300165402949403e-18
2920,0.46011531352996826,0.46011531352996826,0,-1.4900152232452181e-18
2930,0.46389907598495483,0.46389907598495483,0,-9.9737881385010099e-19
2940,0.46768283843994141,0.46768283843994141,0,-5.4675714373914543e-20
2950,0.4714665412902832,0.4714665412902832,0,-1.0401462099435034e-19
2960,0.475250244140625,0.475250244140625,0,-1.1222776838222324e-19
2970,0.4790339469909668,0.4790339469909668,0,-9.3903029477182883e-20
2980,0.48281764984130859,0.48281764984130859,0,-6.358421692656337e-20
2990,0.48660135269165039,0.48660135269165039,0,-3.5771102472428903e-20
3000,0.4903850257396698,0.4903850257396698,0,-2.4919389486592491e-20
3010,0.4941687285900116,0.4941687285900116,0,-4.5440730742074424e-20
3020,0.49795243144035339,0.49795243144035339,0,-1.1170272841310228e-19
3030,0.50173616409301758,0.50173616409301758,0,-2.3802889853219397e-19
3040,0.5055198073387146,0.5055198073387146,0,-4.3869870168631329e-19
3050,0.5093035101890564,0.5093035101890564,0,-7.2794763187416229e-19
3060,0.51308715343475342,0.51308715343475342,0,-5.2866162433666175e-19
3070,0.51687079668045044,0.51687079668045044,0,-2.198653047502366e-19
3078,0.51989775896072388,0.51989775896072388,0,-7.4281355382190338e-20
3078,0.51989775896072388,0.51989775896072388,0,-7.4281355382190338e-20
3080,0.52065449953079224,0.52065449953079224,0,-2.7225926079146922e-20
3090,0.52443814277648926,0.52443814277648926,0,-1.2638465518113217e-22
3100,0.52822178602218628,0.52822178602218628,0,-1.3449626574491741e-22
3110,0.5320054292678833,0.5320054292678833,0,2.150970091844776e-21
3120,0.53578907251358032,0.53578907251358032,0,-4.6926549878404966e-21
3130,0.53957271575927734,0.53957271575927734,0,-1.6841758759200852e-21
3140,0.54335629940032959,0.54335629940032959,0,2.3244389135850957e-20
3150,0.54713994264602661,0.54713994264602661,0,-1.6433056007901147e-20
3160,0.55092352628707886,0.55092352628707886,0,-7.5458898682947857e-20
3170,0.55470716953277588,0.55470716953277588,0,-1.0871468062192225e-19
3180,0.55849075317382813,0.55849075317382813,0,-7.1221103770822378e-20
3190,0.56227433681488037,0.56227433681488037,0,-6.0629631176100525e-20
3200,0.56605792045593262,0.56605792045593262,0,-2.7306663430576072e-20
3210,0.56984156370162964,0.56984156370162964,0,2.4257575526303311e-20
3220,0.57362514734268188,0.57362514734268188,0,7.2385955019056037e-20
3230,0.57740867137908936,0.57740867137908936,0,9.5468410625302668e-20
3240,0.5811922550201416,0.5811922550201416,0,3.5173147824781098e-20
3250,0.58497583866119385,0.58497583866119385,0,-5.3700101895383521e-22
3260,0.58875936269760132,0.58875936269760132,0,-3.7096251468293822e-21
3270,0.59254294633865356,0.59254294633865356,0,-3.3171408582482672e-23
3280,0.5963432788848877,0.5963432788848877,0,-4.6607795546629908e-25
3290,0.60012096166610718,0.60012096166610718,0,-3.7304758429135329e-27
3300,0.60389500856399536,0.60389500856399536,0,-1.3046005813141171e-27
3310,0.60767668485641479,0.60767668485641479,0,-7.6113275014387191e-29
3320,0.61146032810211182,0.61146032810211182,0,-2.2874296142134444e-26
3330,0.61524385213851929,0.61524385213851929,0,-1.2010007651526444e-28
3340,0.61902731657028198,0.61902731657028198,0,3.0744851359659453e-21
3350,0.62281078100204468,0.62281078100204468,0,-3.7382719300939994e-21
3360,0.62659424543380737,0.62659424543380737,0,-4.516986544217382e-21
3370,0.63037765026092529,0.63037765026092529,0,1.5547677503920688e-21
3380,0.63416105508804321,0.63416105508804321,0,2.2198359070656916e-21
3390,0.63794440031051636,0.63794440031051636,0,-5.243881554430844e-23
3400,0.64172506332397461,0.64172506332397461,0,-1.8786026288089539e-24
3404,0.64318084716796875,0.64318084716796875,0,-2.5648042326605109e-25
3404,0.64318084716796875,0.64318084716796875,0,-2.5648042326605109e-25
3410,0.64422750473022461,0.64422750473022461,0,-1.3289175461256453e-26
3420,0.6443321704864502,0.6443321704864502,0,2.6790781087161417e-31
3430,0.64429599046707153,0.64429599046707153,0,-8.9242383713329418e-21
3440,0.64429658651351929,0.64429658651351929,0,3.0036965701073057e-21
3450,0.64430135488510132,0.64430135488510132,0,-1.8178741526924751e-20
3460,0.64430159330368042,0.64430159330368042,0,-1.1759982340020212e-20
3470,0.64430135488510132,0.64430135488510132,0,1.98670728949016e-21
3480,0.64430004358291626,0.64430004358291626,0,6.8098038989969338e-23
3490,0.64429974555969238,0.64429974555969238,0,3.5060702051494408e-22
3500,0.64429974555969238,0.64429974555969238,0,1.0459279802820182e-21
3510,0.64429980516433716,0.64429980516433716,0,2.004083131063567e-21
3520,0.64429986476898193,0.64429986476898193,0,3.4298505907047315e-22
3530,0.64429986476898193,0.64429986476898193,0,2.1635906546379618e-21
3540,0.64429986476898193,0.64429986476898193,0,-5.2234343302546133e-21
3550,0.64429986476898193,0.64429986476898193,0,-7.1584792831449175e-22
3560,0.64429980516433716,0.64429980516433716,0,4.1890969002372775e-23
3570,0.64429980516433716,0.64429980516433716,0,-2.8753775522559247e-22
3580,0.64429980516433716,0.64429980516433716,0,1.0284269307057345e-21
3590,0.64429980516433716,0.64429980516433716,0,1.1806260429573783e-21
3600,0.64429980516433716,0.64429980516433716,0,1.9585623479790082e-21
3600,0.64429980516433716,0.64429980516433716,0,1.9585623479790082e-21
3600,0.64429980516433716,0.64429980516433716,0,1.9585623479790082e-21
3610,0.64429980516433716,0.64429980516433716,0,1.3181567536820934e-23
3620,0.64429980516433716,0.64429980516433716,0,7.6927730998938375e-26
3630,0.64429980516433716,0.64429980516433716,0,1.4619234919041146e-21
3640,0.64429980516433716,0.64429980516433716,0,3.4926128691950945e-23
3650,0.64429980516433716,0.64429980516433716,0,-5.0536058302237372e-21
3660,0.64429980516433716,0.64429980516433716,0,-2.4317022670482024e-20
3670,0.64429980516433716,0.64429980516433716,0,-2.9013301824160626e-20
3680,0.64429974555969238,0.64429974555969238,0,4.3717367790479815e-21
3690,0.64429974555969238,0.64429974555969238,0,4.6536260377567018e-20
3700,0.64429974555969238,0.64429974555969238,0,6.8178442672168242e-20
3710,0.64429974555969238,0.64429974555969238,0,3.999644120775207e-20
3720,0.64429974555969238,0.64429974555969238,0,2.6676275871215372e-20
3730,0.64429974555969238,0.64429974555969238,0,2.2119615757647772e-20
3740,0.64429974555969238,0.64429974555969238,0,1.0061274055882371e-20
3750,0.64429974555969238,0.64429974555969238,0,-1.4595324027511144e-20
3760,0.64429974555969238,0.64429974555969238,0,-5.6946751670375951e-20
3770,0.64429974555969238,0.64429974555969238,0,-1.2208959659083944e-19
3780,0.64429974555969238,0.64429974555969238,0,-2.1512042873557051e-19
3790,0.64429974555969238,0.64429974555969238,0,-3.4113582451358661e-19
3800,0.64429974555969238,0.64429974555969238,0,-5.0523235387155666e-19
3810,0.64429974555969238,0.64429974555969238,0,-7.1250659968084663e-19
3820,0.64429974555969238,0.64429974555969238,0,-9.6805515773751959e-19
3830,0.64429974555969238,0.64429974555969238,0,-1.0850248036046884e-18
3840,0.64429974555969238,0.64429974555969238,0,-1.1003436715612876e-18
3850,0.64429974555969238,0.64429974555969238,0,-1.0988846283583207e-18
3860,0.64429974555969238,0.64429974555969238,0,-1.0822686378036617e-18
3870,0.64429974555969238,0.64429974555969238,0,-1.0521165603076085e-18
3880,0.64429974555969238,0.64429974555969238,0,-1.0100493596780351e-18
3890,0.64429974555969238,0.64429974555969238,0,-9.5768799972281592e-19
3900,0.64429974555969238,0.64429974555969238,0,-8.9665344424982509e-19
3910,0.64429974555969238,0.64429974555969238,0,-8.2856650197057199e-19
3920,0.64429974555969238,0.64429974555969238,0,-7.5504824009050743e-19
3930,0.64429974555969238,0.64429974555969238,0,-6.7771951901992906e-19
3940,0.64429974555969238,0.64429974555969238,0,-5.9820130256671111e-19
3950,0.64429974555969238,0.64429974555969238,0,-5.1811455453872781e-19
3960,0.64429974555969238,0.64429974555969238,0,-4.3908013534627681e-19
3970,0.64429974555969238,0.64429974555969238,0,-3.6271906049602063e-19
3980,0.64429974555969238,0.64429974555969238,0,-2.9065221624765106e-19
3990,0.64429974555969238,0.64429974555969238,0,-2.2450056640904234e-19
4000,0.64429974555969238,0.64429974555969238,0,-1.6588503601397748e-19
4010,0.64429974555969238,0.64429974555969238,0,-1.1642655009623948e-19
4020,0.64429974555969238,0.64429974555969238,0,-7.7746053076656979e-20
4030,0.64429974555969238,0.64429974555969238,0,-5.1464486144884317e-20
4040,0.64429974555969238,0.64429974555969238,0,-3.9202777565878779e-20
4050,0.64429974555969238,0.64429974555969238,0,5.9304863458799204e-21
4060,0.64429974555969238,0.64429974555969238,0,1.2517810805235344e-19
4070,0.64429974555969238,0.64429974555969238,0,2.2066262931255529e-19
4080,0.64429974555969238,0.64429974555969238,0,2.9437564052808781e-19
4090,0.64429974555969238,0.64429974555969238,0,3.4830864364715776e-19
4100,0.64429974555969238,0.64429974555969238,0,3.8445325694024557e-19
4104,0.64429974555969238,0.64429974555969238,0,3.9437645161055554e-19
4104,0.64429974555969238,0.64429974555969238,0,3.9437645161055554e-19
4110,0.64429974555969238,0.64429974555969238,0,2.0346781912426236e-20
4120,0.64429974555969238,0.64429974555969238,0,-6.184653088625904e-23
4130,0.64429974555969238,0.64429974555969238,0,2.5962374170039144e-22
4140,0.64429974555969238,0.64429974555969238,0,8.370876957806449e-22
4150,0.64429974555969238,0.64429974555969238,0,1.3180831245606437e-21
4160,0.64429974555969238,0.64429974555969238,0,-1.6792405096615329e-22
4170,0.64429974555969238,0.64429974555969238,0,-1.888565419815976e-21
4180,0.64429974555969238,0.64429974555969238,0,-1.2531262224101813e-21
4190,0.64429974555969238,0.64429974555969238,0,-1.5810495968204157e-20
4200,0.64429974555969238,0.64429974555969238,0,-1.3363632708374079e-20
4210,0.64429974555969238,0.64429974555969238,0,5.540039729193202e-21
4220,0.64429974555969238,0.64429974555969238,0,3.515989677910891e-20
4230,0.64429974555969238,0.64429974555969238,0,6.9755307413635735e-20
4240,0.64429974555969238,0.64429974555969238,0,1.035856567609077e-19
4250,0.64429974555969238,0.64429974555969238,0,1.3091031460098107e-19
4260,0.64429974555969238,0.64429974555969238,0,1.4783428776214824e-19
4270,0.64429974555969238,0.64429974555969238,0,1.5740131655526877e-19
4280,0.64429974555969238,0.64429974555969238,0,1.3787808341551857e-19
4290,0.64429974555969238,0.64429974555969238,0,9.5869644921179171e-20
4300,0.64429974555969238,0.64429974555969238,0,3.7981067344054903e-20
4310,0.64429974555969238,0.64429974555969238,0,-2.9182592737572699e-20
4320,0.64429974555969238,0.64429974555969238,0,-9.9016278745422101e-20
4330,0.64429974555969238,0.64429974555969238,0,-1.649149211765147e-19
4340,0.64429974555969238,0.64429974555969238,0,-2.2027346668374323e-19
4350,0.64429974555969238,0.64429974555969238,0,-2.5848688453822031e-19
4360,0.64429974555969238,0.64429974555969238,0,-2.7295006000052757e-19
4370,0.64429974555969238,0.64429974555969238,0,-2.5705798172882323e-19
4380,0.64429974555969238,0.64429974555969238,0,-2.0420557375778017e-19
4390,0.64429974555969238,0.64429974555969238,0,-1.0778777950911683e-19
4400,0.64429974555969238,0.64429974555969238,0,3.8800460826622568e-20
4410,0.64429974555969238,0.64429974555969238,0,2.4216420705889384e-19
4420,0.64429974555969238,0.64429974555969238,0,1.0991268888802221e-18
4430,0.64429974555969238,0.64429974555969238,0,2.195356164074671e-18
4440,0.64429974555969238,0.64429974555969238,0,3.0591821185347167e-18
4450,0.64429974555969238,0.64429974555969238,0,3.7076757955494987e-18
4460,0.64429974555969238,0.64429974555969238,0,4.1579081350105803e-18
4470,0.64429974555969238,0.64429974555969238,0,4.4269506971949839e-18
4480,0.64429974555969238,0.64429974555969238,0,4.5318744219942727e-18
4490,0.64429974555969238,0.64429974555969238,0,4.4897506628903161e-18
4500,0.64429974555969238,0.64429974555969238,0,4.3176499461843708e-18
4510,0.64429974555969238,0.64429974555969238,0,4.0326440389486125e-18
4520,0.64429974555969238,0.64429974555969238,0,3.6518038810746045e-18
4530,0.64429974555969238,0.64429974555969238,0,3.1922004124539096e-18
4538,0.64429974555969238,0.64429974555969238,0,2.7792799156784106e-18
4538,0.64429974555969238,0.64429974555969238,0,2.7792799156784106e-18
4540,0.64429974555969238,0.64429974555969238,0,1.0107361263816073e-18
4550,0.64429974555969238,0.64429974555969238,0,8.8320327746338545e-21
4560,0.64429974555969238,0.64429974555969238,0,1.0706143788798383e-22
4570,0.64429974555969238,0.64429974555969238,0,-8.4331395402450088e-23
4580,0.64429974555969238,0.64429974555969238,0,2.9987132411057159e-22
4590,0.64429974555969238,0.64429974555969238,0,-1.3428408866713937e-21
4600,0.64429974555969238,0.64429974555969238,0,-3.1077769846759935e-22
4610,0.64429974555969238,0.64429974555969238,0,2.6562092231043593e-21
4620,0.64429974555969238,0.64429974555969238,0,5.341996615456025e-21
4630,0.64429974555969238,0.64429974555969238,0,6.9440972318517049e-21
4640,0.64429974555969238,0.64429974555969238,0,1.3301249234579516e-20
4650,0.64429974555969238,0.64429974555969238,0,7.6044830131145233e-21
4660,0.64429974555969238,0.64429974555969238,0,-6.0152497404467313e-21
4670,0.64429974555969238,0.64429974555969238,0,-2.3426997334007707e-20
4680,0.64429974555969238,0.64429974555969238,0,-4.049980645988473e-20
4690,0.64429974555969238,0.64429974555969238,0,-5.3102727041568391e-20
4700,0.64429974555969238,0.64429974555969238,0,-5.7104807790858935e-20
4710,0.64429974555969238,0.64429974555969238,0,-4.8375099035143738e-20
4720,0.64429974555969238,0.64429974555969238,0,-2.2782644639461639e-20
4730,0.64429974555969238,0.64429974555969238,0,-1.3407418997111691e-19
4740,0.64429974555969238,0.64429974555969238,0,-2.1636536140685695e-19
4750,0.64429974555969238,0.64429974555969238,0,-2.6851580323057221e-19
4760,0.64429974555969238,0.64429974555969238,0,-2.9343436068979074e-19
4770,0.64429974555969238,0.64429974555969238,0,-2.9402987903204064e-19
4780,0.64429974555969238,0.64429974555969238,0,-2.7321121642954704e-19
4790,0.64429974555969238,0.64429974555969238,0,-2.3388725690392925e-19
4800,0.64429974555969238,0.64429974555969238,0,-1.7896680692862411e-19
4810,0.64429974555969238,0.64429974555969238,0,-1.1135873760055386e-19
4820,0.64429974555969238,0.64429974555969238,0,-3.397189416724657e-20
4830,0.64429974555969238,0.64429974555969238,0,5.0284858736724076e-20
4840,0.64429974555969238,0.64429974555969238,0,1.3850268232617854e-19
4850,0.64429974555969238,0.64429974555969238,0,2.2777271196654312e-19
4860,0.64429974555969238,0.64429974555969238,0,3.151861088726383e-19
4870,0.64429974555969238,0.64429974555969238,0,3.9783401487223891e-19
4880,0.64429974555969238,0.64429974555969238,0,4.7280759764251396e-19
4890,0.64429974555969238,0.64429974555969238,0,5.3719797316184415e-19
4900,0.64429974555969238,0.64429974555969238,0,5.8809630910739847e-19
4910,0.64429974555969238,0.64429974555969238,0,8.5425490608613597e-19
4920,0.64429974555969238,0.64429974555969238,0,1.1607925831605909e-18
4930,0.64429974555969238,0.64429974555969238,0,1.4346915227212934e-18
4940,0.64429974555969238,0.64429974555969238,0,1.6825769761856985e-18
4950,0.64429974555969238,0.64429974555969238,0,1.911074453465203e-18
4960,0.64429974555969238,0.64429974555969238,0,2.1268093610736267e-18
4970,0.64429974555969238,0.64429974555969238,0,2.3364072089223664e-18
4980,0.64429974555969238,0.64429974555969238,0,2.5464935069228187e-18
4990,0.64429974555969238,0.64429974555969238,0,2.7636933513960739e-18
5000,0.64429974555969238,0.64429974555969238,0,2.9946322522535286e-18
5010,0.64429974555969238,0.64429974555969238,0,3.2459359262017325e-18
5020,0.64429974555969238,0.64429974555969238,0,3.5242294695617761e-18
5030,0.64429974555969238,0.64429974555969238,0,3.836138599040209e-18
5040,0.64429974555969238,0.64429974555969238,0,4.1882884109581216e-18
5050,0.64429974555969238,0.64429974555969238,0,4.5873046220220637e-18
5060,0.64429974555969238,0.64429974555969238,0,5.0398125353482786e-18
5070,0.64429974555969238,0.64429974555969238,0,5.55243745405301e-18
5080,0.64429974555969238,0.64429974555969238,0,6.1318046812525012e-18
5090,0.64429974555969238,0.64429974555969238,0,6.7845403472436083e-18
5100,0.64429974555969238,0.64429974555969238,0,7.5172693415522685e-18
5110,0.64429974555969238,0.64429974555969238,0,8.336616553704419e-18
5120,0.64429974555969238,0.64429974555969238,0,9.2492085275872221e-18
5130,0.64429974555969238,0.64429974555969238,0,1.0261670152726615e-17
5140,0.64429974555969238,0.64429974555969238,0,1.1380627145829147e-17
5150,0.64429974555969238,0.64429974555969238,0,1.2612704396420757e-17
5160,0.64429974555969238,0.64429974555969238,0,1.3964527621207992e-17
5170,0.64429974555969238,0.64429974555969238,0,1.5442722536897404e-17
5180,0.64429974555969238,0.64429974555969238,0,1.7053913205834317e-17
5190,0.64429974555969238,0.64429974555969238,0,1.8804726999086506e-17
5200,0.64429974555969238,0.64429974555969238,0,2.0701787978999295e-17
5210,0.64429974555969238,0.64429974555969238,0,2.2751721862279234e-17
5220,0.64429974555969238,0.64429974555969238,0,2.4961154365632873e-17
5230,0.64429974555969238,0.64429974555969238,0,2.421968620815259e-17
5240,0.64429974555969238,0.64429974555969238,0,2.2781506981776043e-17
5250,0.64429974555969238,0.64429974555969238,0,2.1312768394849338e-17
5260,0.64429974555969238,0.64429974555969238,0,1.9819460889368582e-17
5270,0.64429974555969238,0.64429974555969238,0,1.830757656169111e-17
5280,0.64429974555969238,0.64429974555969238,0,1.6783104199451806e-17
5290,0.64429974555969238,0.64429974555969238,0,1.525203755336923e-17
5300,0.64429974555969238,0.64429974555969238,0,1.3720366238258878e-17
5310,0.64429974555969238,0.64429974555969238,0,1.2194083177658695e-17
5320,0.64429974555969238,0.64429974555969238,0,1.067917798638418e-17
5330,0.64429974555969238,0.64429974555969238,0,9.1816419336120532e-18
5340,0.64429974555969238,0.64429974555969238,0,7.7074671156996489e-18
5350,0.64429974555969238,0.64429974555969238,0,6.2626448018236889e-18
5360,0.64429974555969238,0.64429974555969238,0,4.8531658475705883e-18
5370,0.64429974555969238,0.64429974555969238,0,3.4850211085267626e-18
5380,0.64429974555969238,0.64429974555969238,0,2.1642020606640863e-18
5390,0.64429974555969238,0.64429974555969238,0,8.9669997315928119e-19
5400,0.64429974555969238,0.64429974555969238,0,-3.1149393650971958e-19
5410,0.64429974555969238,0.64429974555969238,0,-1.4543884508649827e-18
5420,0.64429974555969238,0.64429974555969238,0,-2.5259924558261513e-18
5430,0.64429974555969238,0.64429974555969238,0,-3.5203144237225626e-18
5440,0.64429974555969238,0.64429974555969238,0,-4.4313637057629543e-18
5450,0.64429974555969238,0.64429974555969238,0,-5.2531486191802986e-18
5460,0.64429974555969238,0.64429974555969238,0,-5.9796778947978739e-18
5470,0.64429974555969238,0.64429974555969238,0,-6.6049610906195711e-18
5480,0.64429974555969238,0.64429974555969238,0,-7.1230061102880562e-18
5490,0.64429974555969238,0.64429974555969238,0,-7.5278216846266075e-18
5500,0.64429974555969238,0.64429974555969238,0,-7.813417371639116e-18
5510,0.64429974555969238,0.64429974555969238,0,-7.9738019021488602e-18
5520,0.64429974555969238,0.64429974555969238,0,-8.0029831797985059e-18
5530,0.64429974555969238,0.64429974555969238,0,-7.8949707625919441e-18
5540,0.64429974555969238,0.64429974555969238,0,-7.6437733813524533e-18
5550,0.64429974555969238,0.64429974555969238,0,-7.5546926468253926e-18
5560,0.64429974555969238,0.64429974555969238,0,-7.3868502559128703e-18
5570,0.64429974555969238,0.64429974555969238,0,-7.1189934571365614e-18
5580,0.64429974555969238,0.64429974555969238,0,-6.7667224632589098e-18
5590,0.64429974555969238,0.64429974555969238,0,-6.3456374870423593e-18
5600,0.64429974555969238,0.64429974555969238,0,-5.8713383276590473e-18
5610,0.64429974555969238,0.64429974555969238,0,-5.3594243706908053e-18
5620,0.64429974555969238,0.64429974555969238,0,-4.8254966560806896e-18
5630,0.64429974555969238,0.64429974555969238,0,-4.2851545694105314e-18
5640,0.64429974555969238,0.64429974555969238,0,-3.7539979098524683e-18
5650,0.64429974555969238,0.64429974555969238,0,-3.2476270969640972e-18
5660,0.64429974555969238,0.64429974555969238,0,-2.7816419299175558e-18
5670,0.64429974555969238,0.64429974555969238,0,-2.3716422078849815e-18
5680,0.64429974555969238,0.64429974555969238,0,-2.0332281436288182e-18
5690,0.64429974555969238,0.64429974555969238,0,-1.7819995363212034e-18
5700,0.64429974555969238,0.64429974555969238,0,-1.6335563919294279e-18
5710,0.64429974555969238,0.64429974555969238,0,-1.6034988198183588e-18
5720,0.64429974555969238,0.64429974555969238,0,-1.7074266191601338e-18
5730,0.64429974555969238,0.64429974555969238,0,-1.9609397959220434e-18
5740,0.64429974555969238,0.64429974555969238,0,-2.3796383560713785e-18
5750,0.64429974555969238,0.64429974555969238,0,-2.9791224089730062e-18
5760,0.64429974555969238,0.64429974555969238,0,-3.7749917537990641e-18
5770,0.64429974555969238,0.64429974555969238,0,-4.7828459829265366e-18
5780,0.64429974555969238,0.64429974555969238,0,-6.0182857227081739e-18
5790,0.64429974555969238,0.64429974555969238,0,-7.4969107723161134e-18
5800,0.64429974555969238,0.64429974555969238,0,-9.2343209309224927e-18
5810,0.64429974555969238,0.64429974555969238,0,-1.1246115997699449e-17
5820,0.64429974555969238,0.64429974555969238,0,-1.3547896598999734e-17
5830,0.64429974555969238,0.64429974555969238,0,-1.6155262533995483e-17
5840,0.64429974555969238,0.64429974555969238,0,-1.9083812774678222e-17
5850,0.64429974555969238,0.64429974555969238,0,-2.2349147947400701e-17
5860,0.64429974555969238,0.64429974555969238,0,-2.5966868678515671e-17
5870,0.64429974555969238,0.64429974555969238,0,-2.2238103913249133e-17
5880,0.64429974555969238,0.64429974555969238,0,-1.859865480180362e-17
5890,0.64429974555969238,0.64429974555969238,0,-1.5353881684747984e-17
5900,0.64429974555969238,0.64429974555969238,0,-1.2485561773187681e-17
5910,0.64429974555969238,0.64429974555969238,0,-9.9754722782281679e-18
5920,0.64429974555969238,0.64429974555969238,0,-7.8053895837942889e-18
5930,0.64429974555969238,0.64429974555969238,0,-5.9570913145818072e-18
5940,0.64429974555969238,0.64429974555969238,0,-4.4123538545155669e-18
5950,0.64429974555969238,0.64429974555969238,0,-3.1529535875204124e-18
5960,0.64429974555969238,0.64429974555969238,0,-2.1606681382921067e-18
5970,0.64429974555969238,0.64429974555969238,0,-1.4172740975506471e-18
5980,0.64429974555969238,0.64429974555969238,0,-9.0454836620876089e-19
5990,0.64429974555969238,0.64429974555969238,0,-6.0426779348038673e-19
6000,0.64429974555969238,0.64429974555969238,0,-4.9820922857946346e-19
6010,0.64429974555969238,0.64429974555969238,0,-5.6814962411750647e-19
6020,0.64429974555969238,0.64429974555969238,0,-7.9586577760966628e-19
6030,0.64429974555969238,0.64429974555969238,0,-1.1631346416674583e-18
6040,0.64429974555969238,0.64429974555969238,0,-1.6517329621072447e-18
6050,0.64429974555969238,0.64429974555969238,0,-2.2434376915405409e-18
6060,0.64429974555969238,0.64429974555969238,0,-2.920025730880074e-18
6070,0.64429974555969238,0.64429974555969238,0,-3.663273981038571e-18
6080,0.64429974555969238,0.64429974555969238,0,-4.4549590327360294e-18
6090,0.64429974555969238,0.64429974555969238,0,-5.2768585106682123e-18
6100,0.64429974555969238,0.64429974555969238,0,-6.1107483851696576e-18
6110,0.64429974555969238,0.64429974555969238,0,-6.9384058673458221e-18
6120,0.64429974555969238,0.64429974555969238,0,-7.7416081683021626e-18
6130,0.64429974555969238,0.64429974555969238,0,-8.5021312583732171e-18
6140,0.64429974555969238,0.64429974555969238,0,-9.2017531758450549e-18
6150,0.64429974555969238,0.64429974555969238,0,-9.8222503046425203e-18
6155,0.64429974555969238,0.64429974555969238,0,-1.0097132348361242e-17
6155,0.64429974555969238,0.64429974555969238,0,-1.0097132348361242e-17
6160,0.64429974555969238,0.64429974555969238,0,-8.2825139785597757e-19
6170,0.64429974555969238,0.64429974555969238,0,-1.058325975752671e-20
6180,0.64429974555969238,0.64429974555969238,0,7.2998234673923285e-22
6190,0.64429974555969238,0.64429974555969238,0,-4.094732601448271e-22
6200,0.64429974555969238,0.64429974555969238,0,2.4170296763543225e-22
6210,0.64429974555969238,0.64429974555969238,0,3.2117250599392214e-23
6220,0.64429974555969238,0.64429974555969238,0,-2.2609416944101053e-21
6230,0.64429974555969238,0.64429974555969238,0,-8.2720070641800546e-22
6240,0.64429974555969238,0.64429974555969238,0,2.9301219242362683e-21
6250,0.64429974555969238,0.64429974555969238,0,7.6078078914360744e-21
6260,0.64429974555969238,0.64429974555969238,0,1.1802640302703513e-20
6270,0.64429974555969238,0.64429974555969238,0,5.2191021333550802e-21
6280,0.64429974555969238,0.64429974555969238,0,-4.823341042791422e-21
6290,0.64429974555969238,0.64429974555969238,0,-8.6039256038188529e-21
6300,0.64429974555969238,0.64429974555969238,0,-7.8070808708789272e-21
6310,0.64429974555969238,0.64429974555969238,0,-4.1172393962976272e-21
6320,0.64429974555969238,0.64429974555969238,0,7.8117076095078081e-22
6330,0.64429974555969238,0.64429974555969238,0,5.2037185126661546e-21
6340,0.64429974555969238,0.64429974555969238,0,7.4659738813645063e-21
6350,0.64429974555969238,0.64429974555969238,0,5.8835074954070235e-21
6360,0.64429974555969238,0.64429974555969238,0,-1.2281112790225547e-21
6370,0.64429974555969238,0.64429974555969238,0,-1.5553312267946922e-20
6380,0.64429974555969238,0.64429974555969238,0,2.904744887382258e-21
6390,0.64429974555969238,0.64429974555969238,0,5.1460818762090381e-20
6400,0.64429974555969238,0.64429974555969238,0,9.0662206923034012e-20
6410,0.64429974555969238,0.64429974555969238,0,1.1973479433265996e-19
6420,0.64429974555969238,0.64429974555969238,0,1.379044497975437e-19
6430,0.64429974555969238,0.64429974555969238,0,1.4439705504895777e-19
6440,0.64429974555969238,0.64429974555969238,0,1.3843847243112911e-19
6450,0.64429974555969238,0.64429974555969238,0,1.1925460306237586e-19
6460,0.64429974555969238,0.64429974555969238,0,8.6071315749273495e-20
6470,0.64429974555969238,0.64429974555969238,0,3.8114485760746024e-20
6480,0.64429974555969238,0.64429974555969238,0,-2.5390010018695414e-20
6490,0.64429974555969238,0.64429974555969238,0,-1.0521629470453968e-19
6500,0.64429974555969238,0.64429974555969238,0,-2.0213848818110136e-19
6510,0.64429974555969238,0.64429974555969238,0,-3.1693071033269506e-19
6520,0.64429974555969238,0.64429974555969238,0,-4.5036706650335116e-19
6530,0.64429974555969238,0.64429974555969238,0,-6.0322177189702514e-19
6540,0.64429974555969238,0.64429974555969238,0,-7.7626878322373108e-19
6550,0.64429974555969238,0.64429974555969238,0,-9.7028234153681862e-19
6560,0.64429974555969238,0.64429974555969238,0,-1.1860365844920608e-18
6570,0.64429974555969238,0.64429974555969238,0,-1.4243055463476542e-18
6580,0.64429974555969238,0.64429974555969238,0,-1.6858634681569483e-18
6590,0.64429974555969238,0.64429974555969238,0,-1.9714842807805631e-18
6600,0.64429974555969238,0.64429974555969238,0,-1.5126602230920464e-18
6610,0.64429974555969238,0.64429974555969238,0,-5.1071976665765688e-19
6620,0.64429974555969238,0.64429974555969238,0,3.3451289954160423e-19
6630,0.64429974555969238,0.64429974555969238,0,1.0324447577750255e-18
6640,0.64429974555969238,0.64429974555969238,0,1.5924828420106839e-18
6650,0.64429974555969238,0.64429974555969238,0,2.0240342379154444e-18
6660,0.64429974555969238,0.64429974555969238,0,2.3365056434152603e-18
6670,0.64429974555969238,0.64429974555969238,0,2.5393042734239672e-18
