Time,T_Charge_Inlet.T,T_charge_outlet.T,T_discharge_Inlet.T,T_discharge_outlet.T,thermocline_Insulation.port_a.m_flow,thermocline_Insulation.port_b.m_flow,pipe2.port_a.p,pipe2.port_b.p,chromoloxHeater_Power.y,sensor_T.T,Chromolox_exit_temperature.T
5050,585.95306396484375,492.36981201171875,489.15231323242188,585.95306396484375,0.84022229909896851,-0.84022229909896851,18064.689453125,17333,200000,485.93173217773438,585.93402099609375
5060,585.95159912109375,492.36825561523438,489.15078735351563,585.95159912109375,0.84022229909896851,-0.84022229909896851,18064.6875,17332.998046875,200000,485.93023681640625,585.9324951171875
5070,585.9500732421875,492.36669921875,489.14926147460938,585.9500732421875,0.84022229909896851,-0.84022229909896851,18064.685546875,17332.998046875,200000,485.92874145507813,585.9310302734375
5080,585.9486083984375,492.36514282226563,489.14773559570313,585.9486083984375,0.84022229909896851,-0.84022229909896851,18064.68359375,17332.99609375,200000,485.92724609375,585.9295654296875
5090,585.94708251953125,492.36361694335938,489.146240234375,585.94708251953125,0.84022229909896851,-0.84022229909896851,18064.68359375,17332.994140625,200000,485.92578125,585.92803955078125
5100,585.94561767578125,492.362060546875,489.14471435546875,585.94561767578125,0.84022229909896851,-0.84022229909896851,18064.681640625,17332.9921875,200000,485.92428588867188,585.92657470703125
5110,585.94415283203125,492.36050415039063,489.1431884765625,585.94415283203125,0.84022229909896851,-0.84022229909896851,18064.6796875,17332.9921875,200000,485.92279052734375,585.92510986328125
5120,585.942626953125,492.35894775390625,489.14166259765625,585.942626953125,0.84022229909896851,-0.84022229909896851,18064.677734375,17332.990234375,200000,485.92132568359375,585.923583984375
5130,585.941162109375,492.35739135742188,489.14016723632813,585.941162109375,0.84022229909896851,-0.84022229909896851,18064.677734375,17332.98828125,200000,485.91983032226563,585.922119140625
5140,585.93963623046875,492.35586547851563,489.13864135742188,585.93963623046875,0.84022229909896851,-0.84022229909896851,18064.67578125,17332.986328125,200000,485.9183349609375,585.920654296875
5150,585.93817138671875,492.35430908203125,489.13714599609375,585.93817138671875,0.84022229909896851,-0.84022229909896851,18064.673828125,17332.986328125,200000,485.9168701171875,585.91912841796875
5160,585.93670654296875,492.352783203125,489.1356201171875,585.93670654296875,0.84022229909896851,-0.84022229909896851,18064.671875,17332.984375,200000,485.91537475585938,585.91766357421875
5170,585.9351806640625,492.35122680664063,489.13409423828125,585.9351806640625,0.84022229909896851,-0.84022229909896851,18064.671875,17332.982421875,200000,485.91390991210938,585.91619873046875
5180,585.9337158203125,492.34967041015625,489.13259887695313,585.9337158203125,0.84022229909896851,-0.84022229909896851,18064.669921875,17332.98046875,200000,485.91241455078125,585.9146728515625
5190,585.9322509765625,492.34814453125,489.13107299804688,585.9322509765625,0.84022229909896851,-0.84022229909896851,18064.66796875,17332.98046875,200000,485.91094970703125,585.9132080078125
5200,585.93072509765625,492.34658813476563,489.12957763671875,585.93072509765625,0.84022229909896851,-0.84022229909896851,18064.66796875,17332.978515625,200000,485.90945434570313,585.9117431640625
5210,585.92926025390625,492.34506225585938,489.1280517578125,585.92926025390625,0.84022229909896851,-0.84022229909896851,18064.666015625,17332.9765625,200000,485.90798950195313,585.9102783203125
5220,585.92779541015625,492.343505859375,489.12655639648438,585.92779541015625,0.84022229909896851,-0.84022229909896851,18064.6640625,17332.974609375,200000,485.906494140625,585.90875244140625
5230,585.92626953125,492.34197998046875,489.12503051757813,585.92626953125,0.84022229909896851,-0.84022229909896851,18064.662109375,17332.974609375,200000,485.905029296875,585.90728759765625
5240,585.9248046875,492.34042358398438,489.12353515625,585.9248046875,0.84022229909896851,-0.84022229909896851,18064.662109375,17332.97265625,200000,485.903564453125,585.90582275390625
5250,585.92333984375,492.33889770507813,489.12200927734375,585.92333984375,0.84022229909896851,-0.84022229909896851,18064.66015625,17332.970703125,200000,485.90206909179688,585.90435791015625
5260,585.92181396484375,492.33734130859375,489.12051391601563,585.92181396484375,0.84022229909896851,-0.84022229909896851,18064.658203125,17332.96875,200000,485.90060424804688,585.90283203125
5270,585.92034912109375,492.3358154296875,489.1190185546875,585.92034912109375,0.84022229909896851,-0.84022229909896851,18064.65625,17332.96875,200000,485.89910888671875,585.9013671875
5280,585.91888427734375,492.33425903320313,489.11749267578125,585.91888427734375,0.84022229909896851,-0.84022229909896851,18064.65625,17332.966796875,200000,485.89764404296875,585.89990234375
5290,585.9173583984375,492.33273315429688,489.11599731445313,585.9173583984375,0.84022229909896851,-0.84022229909896851,18064.654296875,17332.96484375,200000,485.89617919921875,585.8984375
5300,585.9158935546875,492.3311767578125,489.11447143554688,585.9158935546875,0.84022229909896851,-0.84022229909896851,18064.65234375,17332.962890625,200000,485.89468383789063,585.89691162109375
5310,585.9144287109375,492.32965087890625,489.11297607421875,585.9144287109375,0.84022229909896851,-0.84022229909896851,18064.650390625,17332.962890625,200000,485.89321899414063,585.89544677734375
5320,585.9129638671875,492.32809448242188,489.11148071289063,585.9129638671875,0.84022229909896851,-0.84022229909896851,18064.650390625,17332.9609375,200000,485.89175415039063,585.89398193359375
5330,585.91143798828125,492.32656860351563,489.10995483398438,585.91143798828125,0.84022229909896851,-0.84022229909896851,18064.6484375,17332.958984375,200000,485.8902587890625,585.89251708984375
5340,585.90997314453125,492.32504272460938,489.10845947265625,585.90997314453125,0.84022229909896851,-0.84022229909896851,18064.646484375,17332.958984375,200000,485.8887939453125,585.89105224609375
5350,585.90850830078125,492.323486328125,489.10696411132813,585.90850830078125,0.84022229909896851,-0.84022229909896851,18064.64453125,17332.95703125,200000,485.8873291015625,585.88958740234375
5360,585.90704345703125,492.32196044921875,489.10543823242188,585.90704345703125,0.84022229909896851,-0.84022229909896851,18064.64453125,17332.955078125,200000,485.8858642578125,585.8880615234375
5370,585.905517578125,492.3204345703125,489.10394287109375,585.905517578125,0.84022229909896851,-0.84022229909896851,18064.642578125,17332.953125,200000,485.88436889648438,585.8865966796875
5380,585.904052734375,492.31890869140625,489.10244750976563,585.904052734375,0.84022229909896851,-0.84022229909896851,18064.640625,17332.953125,200000,485.88290405273438,585.8851318359375
5390,585.902587890625,492.31735229492188,489.1009521484375,585.902587890625,0.84022229909896851,-0.84022229909896851,18064.640625,17332.951171875,200000,485.88143920898438,585.8836669921875
5400,585.901123046875,492.31582641601563,489.09945678710938,585.901123046875,0.84022229909896851,-0.84022229909896851,18064.638671875,17332.94921875,200000,485.87997436523438,585.8822021484375
5410,585.89959716796875,492.31430053710938,489.09793090820313,585.89959716796875,0.84022229909896851,-0.84022229909896851,18064.63671875,17332.947265625,200000,485.87850952148438,585.8807373046875
5420,585.89813232421875,492.31277465820313,489.096435546875,585.89813232421875,0.84022229909896851,-0.84022229909896851,18064.634765625,17332.947265625,200000,485.87704467773438,585.8792724609375
5430,585.89666748046875,492.31121826171875,489.09494018554688,585.89666748046875,0.84022229909896851,-0.84022229909896851,18064.634765625,17332.9453125,200000,485.87557983398438,585.8778076171875
5440,585.89520263671875,492.30978393554688,489.093505859375,585.89520263671875,0.84022229909896851,-0.84022229909896851,18064.6328125,17332.943359375,200000,485.87417602539063,585.8763427734375
5450,585.893798828125,492.30841064453125,489.0921630859375,585.893798828125,0.84022229909896851,-0.84022229909896851,18064.630859375,17332.94140625,200000,485.87283325195313,585.875
5460,585.892333984375,492.3070068359375,489.09078979492188,585.892333984375,0.84022229909896851,-0.84022229909896851,18064.62890625,17332.94140625,200000,485.8714599609375,585.8736572265625
5470,585.89093017578125,492.30560302734375,489.08938598632813,585.89093017578125,0.84022229909896851,-0.84022229909896851,18064.62890625,17332.939453125,200000,485.87008666992188,585.87225341796875
5480,585.88946533203125,492.30416870117188,489.08798217773438,585.88946533203125,0.84022229909896851,-0.84022229909896851,18064.626953125,17332.9375,200000,485.86871337890625,585.870849609375
5490,585.8880615234375,492.302734375,489.08657836914063,585.8880615234375,0.84022229909896851,-0.84022229909896851,18064.625,17332.9375,200000,485.8673095703125,585.86944580078125
5500,585.8865966796875,492.30126953125,489.08514404296875,585.8865966796875,0.84022229909896851,-0.84022229909896851,18064.625,17332.935546875,200000,485.86590576171875,585.8680419921875
5510,585.8851318359375,492.2998046875,489.08370971679688,585.8851318359375,0.84022229909896851,-0.84022229909896851,18064.623046875,17332.93359375,200000,485.864501953125,585.86663818359375
5520,585.88372802734375,492.29833984375,489.08224487304688,585.88372802734375,0.84022229909896851,-0.84022229909896851,18064.62109375,17332.931640625,200000,485.86309814453125,585.86517333984375
5530,585.88226318359375,492.29684448242188,489.080810546875,585.88226318359375,0.84022229909896851,-0.84022229909896851,18064.619140625,17332.931640625,200000,485.86166381835938,585.86376953125
5540,585.88079833984375,492.29534912109375,489.079345703125,585.88079833984375,0.84022229909896851,-0.84022229909896851,18064.619140625,17332.9296875,200000,485.8602294921875,585.8623046875
5550,585.87933349609375,492.29385375976563,489.077880859375,585.87933349609375,0.84022229909896851,-0.84022229909896851,18064.6171875,17332.927734375,200000,485.85879516601563,585.86090087890625
5560,585.8779296875,492.29232788085938,489.07638549804688,585.8779296875,0.84022229909896851,-0.84022229909896851,18064.615234375,17332.92578125,200000,485.85733032226563,585.85943603515625
5570,585.87646484375,492.29083251953125,489.07492065429688,585.87646484375,0.84022229909896851,-0.84022229909896851,18064.615234375,17332.92578125,200000,485.85589599609375,585.85797119140625
5580,585.875,492.289306640625,489.07342529296875,585.875,0.84022229909896851,-0.84022229909896851,18064.61328125,17332.923828125,200000,485.85446166992188,585.8565673828125
5590,585.87353515625,492.28778076171875,489.07196044921875,585.87353515625,0.84022229909896851,-0.84022229909896851,18064.611328125,17332.921875,200000,485.85299682617188,585.8551025390625
5600,585.87213134765625,492.28628540039063,489.07046508789063,585.87213134765625,0.84022229909896851,-0.84022229909896851,18064.609375,17332.921875,200000,485.8515625,585.8536376953125
5610,585.87066650390625,492.28475952148438,489.0689697265625,585.87066650390625,0.84022229909896851,-0.84022229909896851,18064.609375,17332.919921875,200000,485.85009765625,585.85223388671875
5620,585.86920166015625,492.28323364257813,489.0675048828125,585.86920166015625,0.84022229909896851,-0.84022229909896851,18064.607421875,17332.91796875,200000,485.84866333007813,585.85076904296875
5630,585.8677978515625,492.28173828125,489.06600952148438,585.8677978515625,0.84022229909896851,-0.84022229909896851,18064.60546875,17332.916015625,200000,485.84722900390625,585.84930419921875
5640,585.8663330078125,492.28021240234375,489.06454467773438,585.8663330078125,0.84022229909896851,-0.84022229909896851,18064.60546875,17332.916015625,200000,485.84579467773438,585.847900390625
5650,585.8648681640625,492.27871704101563,489.06307983398438,585.8648681640625,0.84022229909896851,-0.84022229909896851,18064.603515625,17332.9140625,200000,485.8443603515625,585.846435546875
5660,585.86346435546875,492.2772216796875,489.06161499023438,585.86346435546875,0.84022229909896851,-0.84022229909896851,18064.6015625,17332.912109375,200000,485.84292602539063,585.84503173828125
5670,585.86199951171875,492.2757568359375,489.0601806640625,585.86199951171875,0.84022229909896851,-0.84022229909896851,18064.599609375,17332.912109375,200000,485.84149169921875,585.8436279296875
5680,585.860595703125,492.27426147460938,489.0587158203125,585.860595703125,0.84022229909896851,-0.84022229909896851,18064.599609375,17332.91015625,200000,485.840087890625,585.84222412109375
5690,585.85919189453125,492.27279663085938,489.05728149414063,585.85919189453125,0.84022229909896851,-0.84022229909896851,18064.59765625,17332.908203125,200000,485.83868408203125,585.84075927734375
5700,585.85772705078125,492.2713623046875,489.05587768554688,585.85772705078125,0.84022229909896851,-0.84022229909896851,18064.595703125,17332.90625,200000,485.8372802734375,585.83941650390625
5710,585.8563232421875,492.2698974609375,489.054443359375,585.8563232421875,0.84022229909896851,-0.84022229909896851,18064.595703125,17332.90625,200000,485.83590698242188,585.8380126953125
5720,585.85491943359375,492.26849365234375,489.05307006835938,585.85491943359375,0.84022229909896851,-0.84022229909896851,18064.59375,17332.904296875,200000,485.83453369140625,585.83660888671875
5730,585.853515625,492.26708984375,489.05166625976563,585.853515625,0.84022229909896851,-0.84022229909896851,18064.591796875,17332.90234375,200000,485.83319091796875,585.83526611328125
5740,585.85211181640625,492.26568603515625,489.05032348632813,585.85211181640625,0.84022229909896851,-0.84022229909896851,18064.58984375,17332.90234375,200000,485.83184814453125,585.83392333984375
5750,585.8507080078125,492.26431274414063,489.0489501953125,585.8507080078125,0.84022229909896851,-0.84022229909896851,18064.58984375,17332.900390625,200000,485.83050537109375,585.83258056640625
5760,585.8499755859375,492.26446533203125,489.04901123046875,585.8499755859375,0.84022229909896851,-0.84022229909896851,18064.58984375,17332.900390625,200000,485.83047485351563,585.8323974609375
5770,585.84942626953125,492.264892578125,489.04934692382813,585.84942626953125,0.84022229909896851,-0.84022229909896851,18064.587890625,17332.8984375,200000,485.83065795898438,585.83245849609375
5780,585.84869384765625,492.26495361328125,489.04934692382813,585.84869384765625,0.84022229909896851,-0.84022229909896851,18064.587890625,17332.8984375,200000,485.83056640625,585.83221435546875
5790,585.8477783203125,492.26467895507813,489.04901123046875,585.8477783203125,0.84022229909896851,-0.84022229909896851,18064.587890625,17332.8984375,200000,485.8302001953125,585.831787109375
5800,585.8468017578125,492.26409912109375,489.04840087890625,585.8468017578125,0.84022229909896851,-0.84022229909896851,18064.5859375,17332.896484375,200000,485.82955932617188,585.8310546875
5810,585.845703125,492.26321411132813,489.04754638671875,585.845703125,0.84022229909896851,-0.84022229909896851,18064.5859375,17332.896484375,200000,485.82867431640625,585.83013916015625
5820,585.844482421875,492.26205444335938,489.04641723632813,585.844482421875,0.84022229909896851,-0.84022229909896851,18064.583984375,17332.89453125,200000,485.82757568359375,585.82904052734375
5830,585.84320068359375,492.26068115234375,489.04507446289063,585.84320068359375,0.84022229909896851,-0.84022229909896851,18064.58203125,17332.89453125,200000,485.82626342773438,585.82769775390625
5840,585.841796875,492.25906372070313,489.04351806640625,585.841796875,0.84022229909896851,-0.84022229909896851,18064.58203125,17332.892578125,200000,485.82476806640625,585.82623291015625
5850,585.84033203125,492.25729370117188,489.04177856445313,585.84033203125,0.84022229909896851,-0.84022229909896851,18064.580078125,17332.890625,200000,485.82308959960938,585.82464599609375
5860,585.8387451171875,492.25531005859375,489.03988647460938,585.8387451171875,0.84022229909896851,-0.84022229909896851,18064.578125,17332.888671875,200000,485.8212890625,585.8228759765625
5870,585.837158203125,492.25320434570313,489.037841796875,585.837158203125,0.84022229909896851,-0.84022229909896851,18064.576171875,17332.88671875,200000,485.81936645507813,585.821044921875
5880,585.83551025390625,492.25094604492188,489.03570556640625,585.83551025390625,0.84022229909896851,-0.84022229909896851,18064.57421875,17332.88671875,200000,485.81732177734375,585.819091796875
5890,585.83380126953125,492.24862670898438,489.03347778320313,585.83380126953125,0.84022229909896851,-0.84022229909896851,18064.57421875,17332.884765625,200000,485.81521606445313,585.8170166015625
5900,585.83209228515625,492.2462158203125,489.03115844726563,585.83209228515625,0.84022229909896851,-0.84022229909896851,18064.572265625,17332.8828125,200000,485.81301879882813,585.81494140625
5910,585.830322265625,492.24374389648438,489.02880859375,585.830322265625,0.84022229909896851,-0.84022229909896851,18064.5703125,17332.880859375,200000,485.810791015625,585.81280517578125
5920,585.82855224609375,492.24124145507813,489.02642822265625,585.82855224609375,0.84022229909896851,-0.84022229909896851,18064.568359375,17332.87890625,200000,485.80853271484375,585.8106689453125
5930,585.8267822265625,492.23873901367188,489.0240478515625,585.8267822265625,0.84022229909896851,-0.84022229909896851,18064.56640625,17332.876953125,200000,485.8062744140625,585.8084716796875
5940,585.82501220703125,492.23626708984375,489.02166748046875,585.82501220703125,0.84022229909896851,-0.84022229909896851,18064.564453125,17332.875,200000,485.80401611328125,585.80633544921875
5950,585.8232421875,492.23382568359375,489.01934814453125,585.8232421875,0.84022229909896851,-0.84022229909896851,18064.5625,17332.873046875,200000,485.80181884765625,585.80419921875
5960,585.82147216796875,492.23147583007813,489.01708984375,585.82147216796875,0.84022229909896851,-0.84022229909896851,18064.560546875,17332.87109375,200000,485.79965209960938,585.8021240234375
5970,585.81982421875,492.22918701171875,489.014892578125,585.81982421875,0.84022229909896851,-0.84022229909896851,18064.55859375,17332.869140625,200000,485.79754638671875,585.80010986328125
5980,585.818115234375,492.22705078125,489.0128173828125,585.818115234375,0.84022229909896851,-0.84022229909896851,18064.556640625,17332.8671875,200000,485.79556274414063,585.7982177734375
5990,585.8165283203125,492.22503662109375,489.0108642578125,585.8165283203125,0.84022229909896851,-0.84022229909896851,18064.5546875,17332.865234375,200000,485.79367065429688,585.79638671875
6000,585.81494140625,492.22317504882813,489.00906372070313,585.81494140625,0.84022229909896851,-0.84022229909896851,18064.5546875,17332.865234375,200000,485.79193115234375,585.79461669921875
6010,585.8134765625,492.22149658203125,489.00741577148438,585.8134765625,0.84022229909896851,-0.84022229909896851,18064.552734375,17332.86328125,200000,485.79034423828125,585.79302978515625
6020,585.81207275390625,492.22003173828125,489.0059814453125,585.81207275390625,0.84022229909896851,-0.84022229909896851,18064.55078125,17332.861328125,200000,485.78890991210938,585.7916259765625
6030,585.81072998046875,492.21881103515625,489.0047607421875,585.81072998046875,0.84022229909896851,-0.84022229909896851,18064.55078125,17332.861328125,200000,485.78768920898438,585.79034423828125
6040,585.80950927734375,492.21786499023438,489.00375366210938,585.80950927734375,0.84022229909896851,-0.84022229909896851,18064.548828125,17332.859375,200000,485.78665161132813,585.78924560546875
6050,585.80841064453125,492.2171630859375,489.0030517578125,585.80841064453125,0.84022229909896851,-0.84022229909896851,18064.546875,17332.857421875,200000,485.78585815429688,585.78839111328125
6060,585.807373046875,492.216796875,489.00259399414063,585.807373046875,0.84022229909896851,-0.84022229909896851,18064.546875,17332.857421875,200000,485.78533935546875,585.7877197265625
6070,585.8065185546875,492.21676635742188,489.00244140625,585.8065185546875,0.84022229909896851,-0.84022229909896851,18064.546875,17332.857421875,200000,485.78506469726563,585.78729248046875
6080,585.8155517578125,492.2293701171875,489.01467895507813,585.8155517578125,0.84022229909896851,-0.84022229909896851,18064.5546875,17332.8671875,200000,485.79690551757813,585.79888916015625
6090,585.8233642578125,492.24017333984375,489.02517700195313,585.8233642578125,0.84022229909896851,-0.84022229909896851,18064.564453125,17332.875,200000,485.80706787109375,585.80889892578125
6100,585.8294677734375,492.24850463867188,489.03329467773438,585.8294677734375,0.84022229909896851,-0.84022229909896851,18064.5703125,17332.880859375,200000,485.81494140625,585.81658935546875
6110,585.8338623046875,492.25460815429688,489.03921508789063,585.8338623046875,0.84022229909896851,-0.84022229909896851,18064.57421875,17332.884765625,200000,485.82064819335938,585.82220458984375
6120,585.83673095703125,492.25863647460938,489.0430908203125,585.83673095703125,0.84022229909896851,-0.84022229909896851,18064.578125,17332.888671875,200000,485.82437133789063,585.82586669921875
6130,585.83819580078125,492.2607421875,489.04513549804688,585.83819580078125,0.84022229909896851,-0.84022229909896851,18064.580078125,17332.890625,200000,485.82632446289063,585.8277587890625
6140,585.83831787109375,492.26119995117188,489.0455322265625,585.83831787109375,0.84022229909896851,-0.84022229909896851,18064.580078125,17332.890625,200000,485.82666015625,585.8280029296875
6150,585.8372802734375,492.2601318359375,489.04443359375,585.8372802734375,0.84022229909896851,-0.84022229909896851,18064.578125,17332.888671875,200000,485.82553100585938,585.82684326171875
6160,585.835205078125,492.25778198242188,489.04205322265625,585.835205078125,0.84022229909896851,-0.84022229909896851,18064.576171875,17332.88671875,200000,485.82315063476563,585.82440185546875
6170,585.83209228515625,492.2542724609375,489.03857421875,585.83209228515625,0.84022229909896851,-0.84022229909896851,18064.57421875,17332.884765625,200000,485.81964111328125,585.82080078125
6180,585.82818603515625,492.2498779296875,489.03414916992188,585.82818603515625,0.84022229909896851,-0.84022229909896851,18064.568359375,17332.880859375,200000,485.81521606445313,585.8162841796875
6190,585.82354736328125,492.24472045898438,489.02899169921875,585.82354736328125,0.84022229909896851,-0.84022229909896851,18064.564453125,17332.875,200000,485.80999755859375,585.81097412109375
6200,585.81829833984375,492.239013671875,489.02325439453125,585.81829833984375,0.84022229909896851,-0.84022229909896851,18064.55859375,17332.87109375,200000,485.80422973632813,585.8050537109375
6210,585.8125,492.23294067382813,489.01715087890625,585.8125,0.84022229909896851,-0.84022229909896851,18064.552734375,17332.865234375,200000,485.79803466796875,585.79864501953125
6220,585.806396484375,492.22674560546875,489.0108642578125,585.806396484375,0.84022229909896851,-0.84022229909896851,18064.546875,17332.859375,200000,485.79159545898438,585.7919921875
6230,585.79998779296875,492.22055053710938,489.0045166015625,585.79998779296875,0.84022229909896851,-0.84022229909896851,18064.541015625,17332.8515625,200000,485.78509521484375,585.78515625
6240,585.79339599609375,492.21456909179688,488.99835205078125,585.79339599609375,0.84022229909896851,-0.84022229909896851,18064.53515625,17332.845703125,200000,485.7786865234375,585.7783203125
6250,585.78680419921875,492.208984375,488.9925537109375,585.78680419921875,0.84022229909896851,-0.84022229909896851,18064.529296875,17332.83984375,200000,485.77255249023438,585.771728515625
6260,585.7802734375,492.20401000976563,488.98727416992188,585.7802734375,0.84022223949432373,-0.84022223949432373,18064.5234375,17332.833984375,200000,485.766845703125,585.7655029296875
6270,585.77392578125,492.1998291015625,488.98269653320313,585.77392578125,0.84022223949432373,-0.84022223949432373,18064.517578125,17332.828125,200000,485.76177978515625,585.759765625
6280,585.7679443359375,492.19659423828125,488.97900390625,585.7679443359375,0.84022223949432373,-0.84022223949432373,18064.51171875,17332.822265625,200000,485.75750732421875,585.75469970703125
6290,585.7623291015625,492.194580078125,488.97640991210938,585.7623291015625,0.84022223949432373,-0.84022223949432373,18064.505859375,17332.818359375,200000,485.75421142578125,585.75054931640625
6300,585.75726318359375,492.19387817382813,488.97503662109375,585.75726318359375,0.84022223949432373,-0.84022223949432373,18064.501953125,17332.8125,200000,485.75204467773438,585.74737548828125
6310,585.75286865234375,492.19476318359375,488.97515869140625,585.75286865234375,0.84022223949432373,-0.84022223949432373,18064.498046875,17332.810546875,200000,485.75119018554688,585.745361328125
6320,585.74920654296875,492.19735717773438,488.97686767578125,585.74920654296875,0.84022223949432373,-0.84022223949432373,18064.49609375,17332.806640625,200000,485.75180053710938,585.74468994140625
6330,585.7464599609375,492.201904296875,488.98037719726563,585.7464599609375,0.84022223949432373,-0.84022223949432373,18064.494140625,17332.806640625,200000,485.75408935546875,585.74554443359375
6340,585.74468994140625,492.20858764648438,488.98587036132813,585.74468994140625,0.84022217988967896,-0.84022217988967896,18064.494140625,17332.806640625,200000,485.7581787109375,585.74810791015625
6350,585.74407958984375,492.21755981445313,488.99356079101563,585.74407958984375,0.84022217988967896,-0.84022217988967896,18064.49609375,17332.806640625,200000,485.7642822265625,585.75244140625
6360,585.74462890625,492.22906494140625,489.00357055664063,585.74462890625,0.84022217988967896,-0.84022217988967896,18064.498046875,17332.80859375,200000,485.77255249023438,585.7587890625
6370,585.74658203125,492.24325561523438,489.01614379882813,585.74658203125,0.84022217988967896,-0.84022217988967896,18064.501953125,17332.8125,200000,485.78317260742188,585.767333984375
6380,585.75,492.26031494140625,489.03140258789063,585.75,0.84022217988967896,-0.84022217988967896,18064.5078125,17332.818359375,200000,485.79629516601563,585.77813720703125
6390,585.75494384765625,492.28045654296875,489.04959106445313,585.75494384765625,0.84022217988967896,-0.84022217988967896,18064.515625,17332.826171875,200000,485.8121337890625,585.79150390625
6400,585.7615966796875,492.30389404296875,489.07083129882813,585.7615966796875,0.84022212028503418,-0.84022212028503418,18064.525390625,17332.8359375,200000,485.830810546875,585.8074951171875
6410,585.77008056640625,492.33074951171875,489.0953369140625,585.77008056640625,0.84022212028503418,-0.84022212028503418,18064.53515625,17332.84765625,200000,485.8525390625,585.8262939453125
6420,585.78045654296875,492.36126708984375,489.123291015625,585.78045654296875,0.84022212028503418,-0.84022212028503418,18064.548828125,17332.861328125,200000,485.87747192382813,585.84808349609375
6430,585.79290771484375,492.39566040039063,489.15487670898438,585.79290771484375,0.84022212028503418,-0.84022212028503418,18064.56640625,17332.876953125,200000,485.90576171875,585.87298583984375
6440,585.8074951171875,492.43405151367188,489.19027709960938,585.8074951171875,0.84022212028503418,-0.84022212028503418,18064.583984375,17332.896484375,200000,485.9376220703125,585.9012451171875
6450,585.8243408203125,492.47665405273438,489.22964477539063,585.8243408203125,0.84022212028503418,-0.84022212028503418,18064.60546875,17332.91796875,200000,485.97320556640625,585.93292236328125
6460,585.83831787109375,492.51031494140625,489.26077270507813,585.83831787109375,0.8402220606803894,-0.8402220606803894,18064.623046875,17332.935546875,200000,486.0013427734375,585.95654296875
6470,585.84716796875,492.53213500976563,489.28082275390625,585.84716796875,0.8402220606803894,-0.8402220606803894,18064.634765625,17332.947265625,200000,486.01931762695313,585.96923828125
6480,585.85748291015625,492.55990600585938,489.3062744140625,585.85748291015625,0.8402220606803894,-0.8402220606803894,18064.650390625,17332.9609375,200000,486.04205322265625,585.986572265625
6490,585.86932373046875,492.59384155273438,489.33731079101563,585.86932373046875,0.84022200107574463,-0.84022200107574463,18064.666015625,17332.978515625,200000,486.06973266601563,586.0087890625
6500,585.883056640625,492.63412475585938,489.37420654296875,589.774658203125,0.84022200107574463,-0.84022200107574463,18064.685546875,17332.99609375,200000,486.10260009765625,586.03607177734375
6510,585.8988037109375,492.68096923828125,489.4171142578125,589.78265380859375,0.84022200107574463,-0.84022200107574463,18064.70703125,17333.017578125,200000,486.14083862304688,586.068603515625
6520,585.9168701171875,492.73458862304688,489.46624755859375,589.79168701171875,0.84022200107574463,-0.84022200107574463,18064.73046875,17333.04296875,200000,486.18472290039063,586.10650634765625
6530,585.9373779296875,492.79519653320313,489.52182006835938,589.802001953125,0.84022194147109985,-0.84022194147109985,18064.7578125,17333.0703125,200000,486.234375,586.1500244140625
6540,585.96063232421875,492.86294555664063,489.58407592773438,589.8135986328125,0.84022194147109985,-0.84022194147109985,18064.7890625,17333.1015625,200000,486.29010009765625,586.19927978515625
6550,585.98675537109375,492.9381103515625,489.65316772460938,589.82672119140625,0.84022194147109985,-0.84022194147109985,18064.822265625,17333.134765625,200000,486.35208129882813,586.2545166015625
6560,586.01605224609375,493.0208740234375,489.72933959960938,589.84136962890625,0.84022188186645508,-0.84022188186645508,18064.861328125,17333.173828125,200000,486.42050170898438,586.31591796875
6570,586.04876708984375,493.11141967773438,489.81280517578125,589.857666015625,0.84022188186645508,-0.84022188186645508,18064.90234375,17333.21484375,200000,486.49563598632813,586.38360595703125
6580,586.0849609375,493.20999145507813,489.90377807617188,589.875732421875,0.84022188186645508,-0.84022188186645508,18064.947265625,17333.26171875,200000,486.57763671875,586.4578857421875
6590,586.125,493.31674194335938,490.00244140625,589.89569091796875,0.8402218222618103,-0.8402218222618103,18064.998046875,17333.3125,200000,486.666748046875,586.538818359375
6600,586.1690673828125,493.43194580078125,490.1090087890625,589.91766357421875,0.8402218222618103,-0.8402218222618103,18065.052734375,17333.3671875,200000,486.76318359375,586.62664794921875
6610,586.2174072265625,493.55575561523438,490.22372436523438,589.94171142578125,0.8402218222618103,-0.8402218222618103,18065.11328125,17333.427734375,200000,486.8671875,586.72149658203125
6620,586.2701416015625,493.68841552734375,490.34674072265625,586.2701416015625,0.8402218222618103,-0.8402218222618103,18065.177734375,17333.4921875,200000,486.97891235351563,586.82366943359375
6630,586.3275146484375,493.830078125,490.47833251953125,586.3275146484375,0.84022176265716553,-0.84022176265716553,18065.248046875,17333.564453125,200000,487.0986328125,586.9332275390625
6640,586.38983154296875,493.98101806640625,490.61865234375,586.38983154296875,0.84022176265716553,-0.84022176265716553,18065.32421875,17333.640625,200000,487.22653198242188,587.0504150390625
6650,586.457275390625,494.14138793945313,490.7679443359375,586.457275390625,0.84022176265716553,-0.84022176265716553,18065.404296875,17333.72265625,200000,487.36282348632813,587.1754150390625
6660,586.530029296875,494.31143188476563,490.9263916015625,586.530029296875,0.84022170305252075,-0.84022170305252075,18065.4921875,17333.810546875,200000,487.50775146484375,587.30841064453125
