Time,thermocline_Insulation.thermocline_fluidprops_heaters_newHC_120C.mediums[1].T,thermocline_Insulation.thermocline_fluidprops_heaters_newHC_120C.mediums[100].T,thermocline_Insulation.thermocline_fluidprops_heaters_newHC_120C.mediums[200].T,thermocline_Insulation.simpleWall[1].material.T,thermocline_Insulation.simpleWall[100].material.T,thermocline_Insulation.simpleWall[200].material.T
3990,654.52252197265625,492.51043701171875,492.51028442382813,654.48553466796875,492.45242309570313,492.4522705078125
4000,654.5062255859375,492.50888061523438,492.50869750976563,654.46405029296875,492.45086669921875,492.45071411132813
4010,654.49127197265625,492.50732421875,492.50711059570313,654.4444580078125,492.44931030273438,492.44912719726563
4020,654.4776611328125,492.50576782226563,492.50555419921875,654.4266357421875,492.44775390625,492.44757080078125
4030,654.46527099609375,492.50421142578125,492.50396728515625,654.410400390625,492.44619750976563,492.44601440429688
4040,654.45404052734375,492.502685546875,492.50238037109375,654.395751953125,492.44464111328125,492.44442749023438
4050,654.443603515625,492.50173950195313,492.50082397460938,654.38214111328125,492.44354248046875,492.44287109375
4060,654.43316650390625,492.50177001953125,492.49923706054688,654.36865234375,492.44317626953125,492.44131469726563
4070,654.4232177734375,492.50152587890625,492.4976806640625,654.355712890625,492.44259643554688,492.43972778320313
4080,654.41363525390625,492.50100708007813,492.49609375,654.3433837890625,492.44183349609375,492.43817138671875
4090,654.404541015625,492.500244140625,492.4945068359375,654.33154296875,492.44088745117188,492.43661499023438
4100,654.39581298828125,492.499267578125,492.49295043945313,654.3203125,492.43978881835938,492.43502807617188
4104,654.39239501953125,492.49880981445313,492.4923095703125,654.31597900390625,492.43930053710938,492.43441772460938
4104,654.39239501953125,492.49880981445313,492.4923095703125,654.31597900390625,492.43930053710938,492.43441772460938
4110,654.387451171875,492.49819946289063,492.49136352539063,654.30963134765625,492.4385986328125,492.4334716796875
4120,654.37957763671875,492.4971923828125,492.48980712890625,654.29949951171875,492.4375,492.43191528320313
4130,654.3721923828125,492.49624633789063,492.48822021484375,654.2900390625,492.43643188476563,492.43032836914063
4140,654.36517333984375,492.49533081054688,492.48666381835938,654.2811279296875,492.43536376953125,492.42877197265625
4150,654.35858154296875,492.49444580078125,492.48507690429688,654.27276611328125,492.43435668945313,492.42721557617188
4160,654.35235595703125,492.49362182617188,492.4835205078125,654.26483154296875,492.43341064453125,492.4256591796875
4170,654.34649658203125,492.49285888671875,492.48193359375,654.2574462890625,492.43246459960938,492.424072265625
4180,654.34088134765625,492.49212646484375,492.48037719726563,654.25042724609375,492.43157958984375,492.42251586914063
4190,654.33563232421875,492.49142456054688,492.47879028320313,654.24383544921875,492.43075561523438,492.42095947265625
4200,654.33062744140625,492.49081420898438,492.47723388671875,654.23760986328125,492.42996215820313,492.41940307617188
4210,654.3258056640625,492.490234375,492.47564697265625,654.231689453125,492.42919921875,492.41781616210938
4220,654.3212890625,492.48971557617188,492.47409057617188,654.22607421875,492.42849731445313,492.416259765625
4230,654.31695556640625,492.48922729492188,492.47250366210938,654.22076416015625,492.42782592773438,492.41470336914063
4240,654.3128662109375,492.48880004882813,492.470947265625,654.2156982421875,492.42724609375,492.41314697265625
4250,654.3089599609375,492.48843383789063,492.4693603515625,654.2109375,492.42666625976563,492.41159057617188
4260,654.30523681640625,492.4881591796875,492.46780395507813,654.2064208984375,492.42617797851563,492.41000366210938
4270,654.30169677734375,492.48818969726563,492.46621704101563,654.2021484375,492.4259033203125,492.408447265625
4280,654.29827880859375,492.4881591796875,492.46466064453125,654.19805908203125,492.42562866210938,492.40689086914063
4290,654.29498291015625,492.48809814453125,492.46307373046875,654.19415283203125,492.42535400390625,492.40533447265625
4300,654.29180908203125,492.48800659179688,492.46151733398438,654.19036865234375,492.42507934570313,492.40377807617188
4310,654.2886962890625,492.48794555664063,492.4599609375,654.186767578125,492.4248046875,492.4022216796875
4320,654.2857666015625,492.48785400390625,492.4583740234375,654.18328857421875,492.42459106445313,492.400634765625
4330,654.28289794921875,492.48782348632813,492.45681762695313,654.179931640625,492.42437744140625,492.39907836914063
4340,654.2801513671875,492.48779296875,492.45523071289063,654.1767578125,492.42422485351563,492.39752197265625
4350,654.2774658203125,492.48785400390625,492.45367431640625,654.17364501953125,492.42413330078125,492.39596557617188
4360,654.27490234375,492.48794555664063,492.45211791992188,654.17071533203125,492.424072265625,492.3944091796875
4370,654.27239990234375,492.48812866210938,492.45053100585938,654.1678466796875,492.42410278320313,492.39285278320313
4380,654.26995849609375,492.4884033203125,492.448974609375,654.16510009765625,492.4241943359375,492.39129638671875
4390,654.26763916015625,492.48876953125,492.4473876953125,654.1624755859375,492.42437744140625,492.38973999023438
4400,654.265380859375,492.4892578125,492.44583129882813,654.159912109375,492.42465209960938,492.38815307617188
4410,654.26318359375,492.48989868164063,492.44427490234375,654.157470703125,492.425048828125,492.3865966796875
4420,654.26104736328125,492.50225830078125,492.44268798828125,654.15509033203125,492.43563842773438,492.38504028320313
4430,654.25897216796875,492.51950073242188,492.44113159179688,654.15283203125,492.45053100585938,492.38348388671875
4440,654.2569580078125,492.53265380859375,492.4395751953125,654.15057373046875,492.46197509765625,492.38192749023438
4450,654.2548828125,492.54208374023438,492.43798828125,654.14837646484375,492.47027587890625,492.38037109375
4460,654.2529296875,492.5482177734375,492.43643188476563,654.14617919921875,492.47567749023438,492.37881469726563
4470,654.2509765625,492.55133056640625,492.43487548828125,654.14404296875,492.478515625,492.37725830078125
4480,654.2490234375,492.55184936523438,492.43331909179688,654.1419677734375,492.47906494140625,492.37570190429688
4490,654.24713134765625,492.55014038085938,492.43173217773438,654.139892578125,492.4776611328125,492.3741455078125
4500,654.2452392578125,492.5465087890625,492.43017578125,654.13787841796875,492.47454833984375,492.37258911132813
4510,654.24334716796875,492.5413818359375,492.42861938476563,654.1358642578125,492.4700927734375,492.37103271484375
4520,654.24151611328125,492.53509521484375,492.42703247070313,654.1339111328125,492.46450805664063,492.36947631835938
4530,654.23968505859375,492.52798461914063,492.42547607421875,654.1319580078125,492.4581298828125,492.367919921875
4538,654.23828125,492.52200317382813,492.42422485351563,654.13043212890625,492.45266723632813,492.36666870117188
4538,654.23828125,492.52200317382813,492.42422485351563,654.13043212890625,492.45266723632813,492.36666870117188
4540,654.2379150390625,492.52239990234375,492.42391967773438,654.13006591796875,492.45297241210938,492.36636352539063
4550,654.23614501953125,492.52468872070313,492.42236328125,654.12823486328125,492.45458984375,492.36480712890625
4560,654.23443603515625,492.52731323242188,492.4207763671875,654.12640380859375,492.45639038085938,492.36325073242188
4570,654.23272705078125,492.53036499023438,492.41921997070313,654.12457275390625,492.45846557617188,492.3616943359375
4580,654.23101806640625,492.53390502929688,492.41766357421875,654.122802734375,492.4608154296875,492.36013793945313
4590,654.2293701171875,492.5380859375,492.41610717773438,654.12109375,492.46353149414063,492.35858154296875
4600,654.2276611328125,492.54290771484375,492.41455078125,654.11932373046875,492.46664428710938,492.35702514648438
4610,654.22601318359375,492.54852294921875,492.4129638671875,654.11761474609375,492.47024536132813,492.35546875
4620,654.224365234375,492.55511474609375,492.41140747070313,654.11590576171875,492.47442626953125,492.35391235351563
4630,654.2227783203125,492.56292724609375,492.40985107421875,654.1142578125,492.47943115234375,492.35235595703125
4640,654.22113037109375,492.572509765625,492.40829467773438,654.112548828125,492.48565673828125,492.35079956054688
4650,654.21954345703125,492.58303833007813,492.40673828125,654.11090087890625,492.49240112304688,492.34927368164063
4660,654.21795654296875,492.59487915039063,492.4051513671875,654.1092529296875,492.49990844726563,492.34771728515625
4670,654.21630859375,492.60842895507813,492.40359497070313,654.107666015625,492.508544921875,492.34616088867188
4680,654.21478271484375,492.62408447265625,492.40203857421875,654.10601806640625,492.5185546875,492.3446044921875
4690,654.21319580078125,492.6422119140625,492.40048217773438,654.10443115234375,492.53024291992188,492.34304809570313
4700,654.21160888671875,492.66323852539063,492.39892578125,654.102783203125,492.5439453125,492.34149169921875
4710,654.21002197265625,492.68753051757813,492.39736938476563,654.1011962890625,492.55990600585938,492.33993530273438
4720,654.20849609375,492.7154541015625,492.39581298828125,654.099609375,492.57846069335938,492.33837890625
4730,654.20697021484375,492.75247192382813,492.39422607421875,654.0980224609375,492.60568237304688,492.33685302734375
4740,654.20538330078125,492.79119873046875,492.39266967773438,654.09649658203125,492.63323974609375,492.33529663085938
4750,654.203857421875,492.83233642578125,492.39111328125,654.09490966796875,492.66177368164063,492.333740234375
4760,654.20233154296875,492.8768310546875,492.38955688476563,654.09332275390625,492.69204711914063,492.33218383789063
4770,654.2008056640625,492.92559814453125,492.38800048828125,654.091796875,492.72494506835938,492.33062744140625
4780,654.19927978515625,492.97952270507813,492.38644409179688,654.09027099609375,492.76119995117188,492.32907104492188
4790,654.19775390625,493.03952026367188,492.3848876953125,654.08868408203125,492.80166625976563,492.32754516601563
4800,654.19622802734375,493.10650634765625,492.38333129882813,654.087158203125,492.84713745117188,492.32598876953125
4810,654.1947021484375,493.181396484375,492.38177490234375,654.08563232421875,492.89840698242188,492.32443237304688
4820,654.19317626953125,493.26507568359375,492.38021850585938,654.0841064453125,492.95626831054688,492.3228759765625
4830,654.191650390625,493.35842895507813,492.378662109375,654.08258056640625,493.02157592773438,492.32131958007813
4840,654.19012451171875,493.46243286132813,492.37710571289063,654.0810546875,493.09512329101563,492.31979370117188
4850,654.18865966796875,493.57791137695313,492.37554931640625,654.07952880859375,493.17767333984375,492.3182373046875
4860,654.1871337890625,493.70587158203125,492.37399291992188,654.0780029296875,493.27008056640625,492.31668090820313
4870,654.18560791015625,493.84713745117188,492.3724365234375,654.07647705078125,493.37313842773438,492.31512451171875
4880,654.18414306640625,494.00262451171875,492.37088012695313,654.074951171875,493.48764038085938,492.3135986328125
4890,654.1826171875,494.17327880859375,492.36932373046875,654.073486328125,493.61441040039063,492.31204223632813
4900,654.18115234375,494.36001586914063,492.36776733398438,654.07196044921875,493.7542724609375,492.31048583984375
4910,654.17962646484375,494.4971923828125,492.3662109375,654.0704345703125,493.85211181640625,492.30892944335938
4920,654.17816162109375,494.643798828125,492.36465454101563,654.0689697265625,493.956298828125,492.30740356445313
4930,654.1766357421875,494.82373046875,492.36309814453125,654.06744384765625,494.0870361328125,492.30584716796875
4940,654.1751708984375,495.037109375,492.36154174804688,654.06591796875,494.24453735351563,492.30429077148438
4950,654.1737060546875,495.28390502929688,492.3599853515625,654.064453125,494.4290771484375,492.30276489257813
4960,654.17218017578125,495.56423950195313,492.35842895507813,654.06292724609375,494.64093017578125,492.30120849609375
4970,654.17071533203125,495.87811279296875,492.35687255859375,654.06146240234375,494.88034057617188,492.29965209960938
4980,654.169189453125,496.2255859375,492.35531616210938,654.0599365234375,495.14761352539063,492.29812622070313
4990,654.167724609375,496.60671997070313,492.353759765625,654.0584716796875,495.44296264648438,492.29656982421875
5000,654.166259765625,497.02154541015625,492.35220336914063,654.05694580078125,495.76666259765625,492.29501342773438
5010,654.16473388671875,497.47012329101563,492.35064697265625,654.05548095703125,496.11895751953125,492.29348754882813
5020,654.16326904296875,497.95248413085938,492.34909057617188,654.05401611328125,496.50015258789063,492.29193115234375
5030,654.16180419921875,498.46868896484375,492.3475341796875,654.052490234375,496.91049194335938,492.29037475585938
5040,654.1602783203125,499.018798828125,492.34597778320313,654.051025390625,497.3502197265625,492.28884887695313
5050,654.1588134765625,499.60281372070313,492.34445190429688,654.04949951171875,497.81964111328125,492.28729248046875
5060,654.1573486328125,500.2208251953125,492.3428955078125,654.04803466796875,498.3189697265625,492.28573608398438
5070,654.1558837890625,500.87286376953125,492.34133911132813,654.04656982421875,498.84848022460938,492.28421020507813
5080,654.15435791015625,501.55899047851563,492.33978271484375,654.0450439453125,499.40841674804688,492.28265380859375
5090,654.15289306640625,502.27926635742188,492.33822631835938,654.0435791015625,499.99908447265625,492.2811279296875
5100,654.15142822265625,503.03369140625,492.336669921875,654.0421142578125,500.6207275390625,492.27957153320313
5110,654.14996337890625,503.82235717773438,492.33511352539063,654.04058837890625,501.27362060546875,492.27804565429688
5120,654.1484375,504.645263671875,492.33358764648438,654.03912353515625,501.95797729492188,492.2764892578125
5130,654.14697265625,505.50253295898438,492.33203125,654.03765869140625,502.67410278320313,492.27493286132813
5140,654.1455078125,506.39413452148438,492.33047485351563,654.03619384765625,503.4222412109375,492.27340698242188
5150,654.14404296875,507.32015991210938,492.32891845703125,654.03466796875,504.20266723632813,492.2718505859375
5160,654.142578125,508.28067016601563,492.32736206054688,654.033203125,505.01565551757813,492.27032470703125
5170,654.14111328125,509.27566528320313,492.32583618164063,654.03173828125,505.86141967773438,492.26876831054688
5180,654.13958740234375,510.30523681640625,492.32427978515625,654.0302734375,506.74026489257813,492.26724243164063
5190,654.13812255859375,511.369384765625,492.32272338867188,654.02874755859375,507.65240478515625,492.26568603515625
5200,654.13665771484375,512.46820068359375,492.3211669921875,654.02728271484375,508.59817504882813,492.26416015625
5210,654.13519287109375,513.60174560546875,492.31961059570313,654.02581787109375,509.57778930664063,492.26260375976563
5220,654.13372802734375,514.77001953125,492.31808471679688,654.02435302734375,510.59149169921875,492.26107788085938
5230,654.13226318359375,515.99981689453125,492.3165283203125,654.02288818359375,511.64031982421875,492.259521484375
5240,654.13079833984375,517.2900390625,492.31497192382813,654.02142333984375,512.74688720703125,492.25799560546875
5250,654.1292724609375,518.6351318359375,492.31341552734375,654.0198974609375,513.91180419921875,492.25643920898438
5260,654.1278076171875,520.0333251953125,492.3118896484375,654.0184326171875,515.1334228515625,492.25491333007813
5270,654.1263427734375,521.48297119140625,492.31033325195313,654.0169677734375,516.41009521484375,492.25335693359375
5280,654.1248779296875,522.98223876953125,492.30877685546875,654.0155029296875,517.74017333984375,492.2518310546875
5290,654.1234130859375,524.529541015625,492.3072509765625,654.0140380859375,519.12200927734375,492.25027465820313
5300,654.1219482421875,526.123046875,492.30569458007813,654.0125732421875,520.553955078125,492.24874877929688
5310,654.1204833984375,527.76104736328125,492.30413818359375,654.01104736328125,522.03436279296875,492.24722290039063
5320,654.1190185546875,529.44183349609375,492.30258178710938,654.00958251953125,523.5616455078125,492.24566650390625
5330,654.1175537109375,531.1636962890625,492.30105590820313,654.00811767578125,525.13409423828125,492.244140625
5340,654.1160888671875,532.9248046875,492.29949951171875,654.00665283203125,526.75006103515625,492.24258422851563
5350,654.1146240234375,534.72357177734375,492.29794311523438,654.00518798828125,528.407958984375,492.24105834960938
5360,654.11309814453125,536.55816650390625,492.29641723632813,654.00372314453125,530.10614013671875,492.239501953125
5370,654.11163330078125,538.42694091796875,492.29486083984375,654.00225830078125,531.8428955078125,492.23797607421875
5380,654.11016845703125,540.32806396484375,492.29330444335938,654.00079345703125,533.61663818359375,492.2364501953125
5390,654.10870361328125,542.25994873046875,492.29177856445313,653.999267578125,535.4256591796875,492.23489379882813
5400,654.10723876953125,544.220703125,492.29022216796875,653.997802734375,537.2684326171875,492.23336791992188
5410,654.10577392578125,546.208740234375,492.2886962890625,653.996337890625,539.1431884765625,492.23184204101563
5420,654.10430908203125,548.22222900390625,492.28713989257813,653.994873046875,541.04833984375,492.23028564453125
5430,654.10284423828125,550.259521484375,492.28558349609375,653.993408203125,542.9822998046875,492.228759765625
5440,654.10137939453125,552.31884765625,492.2840576171875,653.991943359375,544.94329833984375,492.22723388671875
5450,654.09991455078125,554.39849853515625,492.28250122070313,653.990478515625,546.9298095703125,492.22567749023438
5460,654.09844970703125,556.4967041015625,492.28097534179688,653.989013671875,548.9400634765625,492.22415161132813
5470,654.09698486328125,558.61175537109375,492.2794189453125,653.987548828125,550.9725341796875,492.22262573242188
5480,654.09552001953125,560.741943359375,492.27786254882813,653.986083984375,553.02557373046875,492.2210693359375
5490,654.09405517578125,562.88555908203125,492.27633666992188,653.984619140625,555.09747314453125,492.21954345703125
5500,654.09259033203125,565.04083251953125,492.2747802734375,653.983154296875,557.18658447265625,492.218017578125
5510,654.09112548828125,567.2060546875,492.27325439453125,653.981689453125,559.29132080078125,492.21646118164063
5520,654.08966064453125,569.3795166015625,492.27169799804688,653.980224609375,561.4100341796875,492.21493530273438
5530,654.08819580078125,571.5594482421875,492.27017211914063,653.97869873046875,563.541015625,492.21340942382813
5540,654.08673095703125,573.744140625,492.26861572265625,653.97723388671875,565.68267822265625,492.21188354492188
5550,654.08526611328125,576.0294189453125,492.26708984375,653.97576904296875,567.94573974609375,492.2103271484375
5560,654.08380126953125,578.30487060546875,492.26553344726563,653.97430419921875,570.20989990234375,492.20880126953125
5570,654.08233642578125,580.55670166015625,492.26400756835938,653.97283935546875,572.45953369140625,492.207275390625
5580,654.08087158203125,582.78472900390625,492.262451171875,653.97137451171875,574.69415283203125,492.20574951171875
5590,654.07940673828125,584.98846435546875,492.26092529296875,653.96990966796875,576.9130859375,492.20419311523438
5600,654.07794189453125,587.1676025390625,492.25936889648438,653.96844482421875,579.11572265625,492.20266723632813
5610,654.07647705078125,589.32183837890625,492.25784301757813,653.96697998046875,581.301513671875,492.20114135742188
5620,654.07501220703125,591.4508056640625,492.25628662109375,653.96551513671875,583.46990966796875,492.19961547851563
5630,654.07354736328125,593.55419921875,492.2547607421875,653.96405029296875,585.62017822265625,492.19808959960938
5640,654.07208251953125,595.63165283203125,492.25320434570313,653.96258544921875,587.75189208984375,492.196533203125
5650,654.07061767578125,597.682861328125,492.25167846679688,653.96112060546875,589.86431884765625,492.19500732421875
5660,654.06915283203125,599.7073974609375,492.25015258789063,653.95965576171875,591.95697021484375,492.1934814453125
5670,654.06768798828125,601.705078125,492.24859619140625,653.95819091796875,594.0291748046875,492.19195556640625
5680,654.06622314453125,603.6754150390625,492.2470703125,653.95672607421875,596.0804443359375,492.1904296875
5690,654.06475830078125,605.61810302734375,492.24551391601563,653.95526123046875,598.11004638671875,492.18890380859375
5700,654.06329345703125,607.5328369140625,492.24398803710938,653.95379638671875,600.11749267578125,492.18734741210938
5710,654.06182861328125,609.4193115234375,492.24246215820313,653.95233154296875,602.1021728515625,492.18582153320313
5720,654.0604248046875,611.277099609375,492.24090576171875,653.95086669921875,604.0634765625,492.18429565429688
5730,654.0589599609375,613.10595703125,492.2393798828125,653.94940185546875,606.00079345703125,492.18276977539063
5740,654.0574951171875,614.90545654296875,492.23782348632813,653.947998046875,607.91357421875,492.18124389648438
5750,654.0560302734375,616.67529296875,492.23629760742188,653.946533203125,609.80120849609375,492.17971801757813
5760,654.0545654296875,618.4151611328125,492.23477172851563,653.945068359375,611.66314697265625,492.17819213867188
5770,654.0531005859375,620.12469482421875,492.23321533203125,653.943603515625,613.49871826171875,492.17666625976563
5780,654.0516357421875,621.80352783203125,492.231689453125,653.942138671875,615.30731201171875,492.17514038085938
5790,654.0501708984375,623.451416015625,492.23016357421875,653.940673828125,617.08843994140625,492.17361450195313
5800,654.0487060546875,625.06787109375,492.22860717773438,653.939208984375,618.84149169921875,492.17208862304688
5810,654.0472412109375,626.6527099609375,492.22708129882813,653.937744140625,620.5657958984375,492.1705322265625
5820,654.0457763671875,628.20550537109375,492.22555541992188,653.936279296875,622.26080322265625,492.16900634765625
5830,654.04437255859375,629.72589111328125,492.2239990234375,653.934814453125,623.92596435546875,492.16748046875
5840,654.04290771484375,631.213623046875,492.22247314453125,653.933349609375,625.5606689453125,492.16595458984375
5850,654.04144287109375,632.66827392578125,492.220947265625,653.931884765625,627.16424560546875,492.1644287109375
5860,654.03997802734375,634.08953857421875,492.21942138671875,653.930419921875,628.7362060546875,492.16290283203125
5870,654.03851318359375,635.41546630859375,492.2178955078125,653.928955078125,630.22265625,492.16140747070313
5880,654.03704833984375,636.69390869140625,492.21636962890625,653.92755126953125,631.65997314453125,492.15988159179688
5890,654.03558349609375,637.927978515625,492.21481323242188,653.92608642578125,633.05084228515625,492.15835571289063
5900,654.0341796875,639.11846923828125,492.21328735351563,653.92462158203125,634.39593505859375,492.15682983398438
5910,654.03271484375,640.2659912109375,492.21176147460938,653.92315673828125,635.69598388671875,492.15530395507813
5920,654.03125,641.37127685546875,492.21023559570313,653.92169189453125,636.95166015625,492.15377807617188
5930,654.02978515625,642.4351806640625,492.20870971679688,653.92022705078125,638.163818359375,492.15225219726563
5940,654.0283203125,643.4583740234375,492.20718383789063,653.91876220703125,639.3330078125,492.15072631835938
5950,654.02685546875,644.44158935546875,492.20565795898438,653.91729736328125,640.46014404296875,492.14920043945313
5960,654.025390625,645.385498046875,492.20413208007813,653.9158935546875,641.5457763671875,492.147705078125
5970,654.02398681640625,646.29095458984375,492.20257568359375,653.9144287109375,642.59075927734375,492.14617919921875
5980,654.02252197265625,647.1585693359375,492.2010498046875,653.9129638671875,643.59576416015625,492.1446533203125
5990,654.02105712890625,647.9891357421875,492.19952392578125,653.9114990234375,644.56146240234375,492.14312744140625
6000,654.01959228515625,648.783447265625,492.197998046875,653.9100341796875,645.4886474609375,492.1416015625
6010,654.01812744140625,649.5421142578125,492.19647216796875,653.9085693359375,646.3780517578125,492.14007568359375
6020,654.01666259765625,650.26593017578125,492.1949462890625,653.9071044921875,647.2303466796875,492.13858032226563
6030,654.0152587890625,650.95562744140625,492.19342041015625,653.90570068359375,648.04632568359375,492.13705444335938
6040,654.0137939453125,651.6119384765625,492.19189453125,653.90423583984375,648.82659912109375,492.13552856445313
6050,654.0123291015625,652.235595703125,492.19036865234375,653.90277099609375,649.57196044921875,492.13400268554688
6060,654.0108642578125,652.82733154296875,492.1888427734375,653.90130615234375,650.283203125,492.13250732421875
6070,654.0093994140625,653.38787841796875,492.18731689453125,653.89984130859375,650.96087646484375,492.1309814453125
6080,654.00799560546875,653.91796875,492.18582153320313,653.8984375,651.60589599609375,492.12945556640625
6090,654.00653076171875,654.4183349609375,492.18429565429688,653.89697265625,652.21881103515625,492.12796020507813
6100,654.00506591796875,654.8896484375,492.18276977539063,653.8955078125,652.80047607421875,492.12643432617188
6110,654.00360107421875,655.332763671875,492.18124389648438,653.89404296875,653.3515625,492.12490844726563
6120,654.002197265625,655.74835205078125,492.17974853515625,653.892578125,653.872802734375,492.1234130859375
6130,654.000732421875,656.13714599609375,492.17822265625,653.89117431640625,654.36492919921875,492.12188720703125
6140,653.999267578125,656.49981689453125,492.17669677734375,653.88970947265625,654.82861328125,492.12039184570313
6150,653.99786376953125,656.83721923828125,492.17520141601563,653.88824462890625,655.2646484375,492.118896484375
6155,653.99713134765625,656.99664306640625,492.1744384765625,653.88751220703125,655.47247314453125,492.11813354492188
6155,653.99713134765625,656.99664306640625,492.1744384765625,653.88751220703125,655.47247314453125,492.11813354492188
6160,653.99639892578125,657.150390625,492.17367553710938,653.88677978515625,655.6717529296875,492.11737060546875
6170,653.99493408203125,657.440673828125,492.17218017578125,653.8853759765625,656.0509033203125,492.11587524414063
6180,653.99346923828125,657.70880126953125,492.170654296875,653.8839111328125,656.40478515625,492.1143798828125
6190,653.9920654296875,657.95562744140625,492.16915893554688,653.8824462890625,656.734375,492.11285400390625
6200,653.9906005859375,658.18194580078125,492.16766357421875,653.8809814453125,657.04046630859375,492.11135864257813
6210,653.9891357421875,658.3885498046875,492.16616821289063,653.87957763671875,657.32391357421875,492.10986328125
6220,653.98773193359375,658.576171875,492.16464233398438,653.87811279296875,657.5855712890625,492.10836791992188
6230,653.98626708984375,658.74578857421875,492.16314697265625,653.87664794921875,657.82623291015625,492.10687255859375
6240,653.98486328125,658.89813232421875,492.16165161132813,653.875244140625,658.046875,492.10537719726563
6250,653.9833984375,659.03375244140625,492.16015625,653.873779296875,658.248046875,492.1038818359375
6260,653.98193359375,659.15350341796875,492.15866088867188,653.872314453125,658.4306640625,492.10238647460938
6270,653.98052978515625,659.25762939453125,492.15719604492188,653.87091064453125,658.594970703125,492.10089111328125
6280,653.97906494140625,659.3472900390625,492.15570068359375,653.86944580078125,658.7421875,492.09942626953125
6290,653.9776611328125,659.423583984375,492.15420532226563,653.8680419921875,658.87359619140625,492.09793090820313
6300,653.9761962890625,659.487060546875,492.15274047851563,653.8665771484375,658.98968505859375,492.096435546875
6310,653.97479248046875,659.53826904296875,492.1512451171875,653.86517333984375,659.09112548828125,492.094970703125
6320,653.97332763671875,659.57763671875,492.1497802734375,653.86370849609375,659.1783447265625,492.093505859375
6330,653.971923828125,659.605712890625,492.1483154296875,653.86224365234375,659.2520751953125,492.09201049804688
6340,653.970458984375,659.62310791015625,492.1468505859375,653.86083984375,659.312744140625,492.09054565429688
6350,653.96905517578125,659.63018798828125,492.1453857421875,653.859375,659.361083984375,492.08908081054688
6360,653.96759033203125,659.6275634765625,492.1439208984375,653.85797119140625,659.39752197265625,492.08761596679688
6370,653.9661865234375,659.61572265625,492.1424560546875,653.8565673828125,659.4227294921875,492.08615112304688
6380,653.96478271484375,659.5927734375,492.14102172851563,653.8551025390625,659.4345703125,492.08468627929688
6390,653.96331787109375,659.56085205078125,492.13955688476563,653.85369873046875,659.4354248046875,492.083251953125
6400,653.9619140625,659.5230712890625,492.13812255859375,653.85223388671875,659.4287109375,492.081787109375
6410,653.96051025390625,659.47967529296875,492.13668823242188,653.850830078125,659.4146728515625,492.08035278320313
6420,653.9591064453125,659.430908203125,492.13525390625,653.84942626953125,659.39361572265625,492.07891845703125
6430,653.95770263671875,659.376953125,492.13381958007813,653.84796142578125,659.36572265625,492.07748413085938
6440,653.95623779296875,659.31805419921875,492.13241577148438,653.8465576171875,659.331298828125,492.0760498046875
6450,653.954833984375,659.25445556640625,492.1309814453125,653.84515380859375,659.2906494140625,492.07461547851563
6460,653.95343017578125,659.186279296875,492.12957763671875,653.84375,659.24395751953125,492.07321166992188
6470,653.9520263671875,659.1138916015625,492.128173828125,653.84234619140625,659.19158935546875,492.07177734375
6480,653.95062255859375,659.0374755859375,492.12677001953125,653.8409423828125,659.13372802734375,492.07037353515625
6490,653.94921875,658.95721435546875,492.1253662109375,653.8394775390625,659.0706787109375,492.0689697265625
6500,653.94781494140625,658.87335205078125,492.12396240234375,653.83807373046875,659.002685546875,492.06756591796875
6510,653.94647216796875,658.78607177734375,492.12258911132813,653.836669921875,658.9300537109375,492.066162109375
6520,653.945068359375,658.6956787109375,492.1212158203125,653.8353271484375,658.85302734375,492.06475830078125
6530,653.94366455078125,658.6024169921875,492.11984252929688,653.83392333984375,658.7718505859375,492.06338500976563
6540,653.9422607421875,658.50640869140625,492.11846923828125,653.83251953125,658.68682861328125,492.06201171875
6550,653.94091796875,658.40789794921875,492.11712646484375,653.83111572265625,658.59814453125,492.06063842773438
6560,653.93951416015625,658.30718994140625,492.11578369140625,653.8297119140625,658.5062255859375,492.05926513671875
6570,653.93817138671875,658.20440673828125,492.11444091796875,653.828369140625,658.41119384765625,492.05789184570313
6580,653.936767578125,658.09991455078125,492.11309814453125,653.82696533203125,658.3133544921875,492.05654907226563
6590,653.9354248046875,657.9937744140625,492.11175537109375,653.8255615234375,658.21295166015625,492.05520629882813
6600,653.93450927734375,657.8836669921875,492.11187744140625,653.8245849609375,658.10693359375,492.0550537109375
6610,653.9339599609375,657.77197265625,492.11294555664063,653.8238525390625,657.998046875,492.05569458007813
6620,653.93328857421875,657.6617431640625,492.11370849609375,653.82305908203125,657.89007568359375,492.05606079101563
6630,653.93255615234375,657.55291748046875,492.11410522460938,653.82220458984375,657.78314208984375,492.05615234375
6640,653.93170166015625,657.44549560546875,492.11419677734375,653.82122802734375,657.6771240234375,492.05599975585938
6650,653.9307861328125,657.3394775390625,492.114013671875,653.82025146484375,657.57208251953125,492.05563354492188
6660,653.92974853515625,657.23486328125,492.11358642578125,653.81915283203125,657.468017578125,492.05502319335938
6670,653.92864990234375,657.131591796875,492.11285400390625,653.8179931640625,657.36492919921875,492.05422973632813
6680,653.927490234375,657.02978515625,492.1119384765625,653.81683349609375,657.26287841796875,492.05325317382813
6690,653.92626953125,656.92938232421875,492.11077880859375,653.81561279296875,657.161865234375,492.05206298828125
